,brand,city,title,desc,image_count,created_at,price
1231,Samsung::سامسونگ,Karaj,گوشی موبایل s5 سامسونگ,سامسونگ s5 رنگ گلد با کارتن تنها مشکلش اینه که شارژرش مشکل پیدا کرده وهندزفری هم نداره ! معاوضه با ps4 هم دارم!!قیمت پیشنهادی خودتونو sms کنید!!,0,Sunday 01PM,617481
1235,Samsung::سامسونگ,Shiraz,اس 4سامسونگ..سالم...8هسته ای..تک سیم,"اس 4سامسونگ...سالم...3جی...8هسته ای...
تک سیم کارت....
16گیگ حافظه داخلی...
دوربین جلو 13..
اندروید 5.0.1
بهمراه کارتون....شارژر..هندزفری سونی...بک کاور و بامپر 
دارای شارژر اصلی کارخانه....

فقط دورش و درب پشتش چندتا ترک داره که با بک کاور حل میشه

لطفا خریدار واقعی تماس بگیرد....
تخفیف فقط فقط به مشتری پای معامله....
با تشکر از شما و ناظران دیوار...",3,Monday 01PM,543140
1258,Samsung::سامسونگ,Ahvaz,گوشی اس۵فورجی,"ای.تک سیم.سفید.درحداک.کارتن وکامل بافاکتور۱۱۹۰،چهارتا افیس.خشگیرگلس.ضداب.ضربان قلب.اثرانگشت.سوپرشارژر.فروش۸۵۰،معاوضه با ایفون۶،ادج۶ وz5,سرمیدم.باz3هم تعویض میکنم تمییز باشه.یاحق",0,Friday 05PM,676256
1259,Apple::اپل,Mashhad,Iphone 6 gray 16 gb,گوشى کاملن تمیز بدون کوچکترین خط و خش lla نه ریفرش شده نه ریپک,0,Friday 05PM,1399116
1277,Sony::سونی,Tehran,گوشی سونی اریکسون arc s,ال سی دی شکسته,3,Friday 03PM,129656
1283,Nokia::نوکیا,Shiraz,گوشی نوکیا,"دوعدد نوکیا1100سالم وتمیز 
فقط تماس بگیرید",0,Saturday 04PM,160297
1285,Apple::اپل,Tehran,گوشی آیفون 6s / 16gb,"گوشی بسیار تمیز درحد نو کم کارکرد 
پاسخگویی فقط تلگرام درخدمتم
قیمت$NUMتومان",5,Sunday 07PM,1302661
1302,Lenovo::لنوو,Shiraz,گوشی اوراقی قابل تعمیر,گوشی هواوی ام تی وان.اچ تی سی .نوکیا سالم .بک کاور و هنذفری,2,Thursday 05PM,48238
1303,Samsung::سامسونگ,Mashhad,انواع گوشی تعمیری وسالم باتری گارد قاب,انواع گوشی های اوراقی سالم وتعمیری،انواع باتری نوکیاقاب گارد محافظ اس4 تاچ اس فور  موترولا نوکیا سامسونگ جی ال ایکس همه باهم  باتشکر از دیوار وشما عزیزان,2,Thursday 09PM,136505
1318,HTC::اچ‌تی‌سی,Tehran,دیزایر 310,گوشی کاملا سالم و بدون خط و خش با گوشی های ویندوز فون هم تعویض دارم سر هم میدم لطفا پیشنهاداتون رو اس ام اس کنید ممنون از دیوار,1,Monday 08PM,414753
1322,Apple::اپل,Mashhad,فروش و تعمیر انواع گوشی ها,تعمیرات انواع لبتاب گوشیهای اندروید و آی یو اس,1,Wednesday 11AM,591070
1371,Apple::اپل,Tehran,iPhone 5S 16GB Gold,همراه با جعبه هندزفری و کابل,3,Saturday 06PM,898946
1383,Samsung::سامسونگ,Tehran,سامسونگ گلکسیs3,سامسونگ گلکسیs3 سفید رنگ سالم با هندزفیری ۴۰۰قیمتشه ب خریدار واقعی تخفیفم میدم,2,Tuesday 07PM,323632
1387,Apple::اپل,Tehran,Iphon6 16g,مشکی دارای لوازم فابریک,0,Thursday 10AM,900681
1393,Huawei::هوآوی,Mashhad,گوشی هواویY220,"بسم الله الرحمن الرحیم
گوشی اصلی ونو هستش مرتب 
با کارتون دفترچه
قیمتشو خوب گفتم
با تشکر از ناظر دیوار",2,Friday 01PM,376476
1394,Huawei::هوآوی,Mashhad,گوشی موبایل هوآوی y600,باسلام گوشی من مشکلش تاجش هست که۴۰تومن بیشترخرج نداره شارژرهم نداره ۱۸۰فی خورد ه چون تاجش مشکل داره ۱۴۰میدم دوعددباتری گارد آیفیس وگلس تازه گذاشتم تلگرام وپیام پاسخگو هستم باتشکر از پرسنل دیوار,0,Friday 07PM,217139
1398,ZTE::زدتی‌ای,Tehran,موتورولا v3i اکبند,موتورولا v3i اکبند لطفا فقط تماس بگیرید.,1,Saturday 06PM,589484
1423,Nokia::نوکیا,Tehran,8600 nokia,"کاملا سالم با جعمه و شارژر 
کلکسیونی خط وخشش  کمه",1,Wednesday 12PM,94654
1424,Sony::سونی,Tehran,سونی آل,فروشی مشکلی تمیز,1,Wednesday 02PM,409999
1436,Apple::اپل,Tehran,ایفون 5اس 32گیگ,"تمییز بدون خطوخش
LLA/GRAY",0,Monday 05PM,1089644
1457,Samsung::سامسونگ,Mashhad,سامسونگ S7 دو سیم کارت,"سلام
گوشی اکبند و فقط برای تست باز شده

مهلت تست ۲۴ساعت
رنگ رزگلد خاص و فوق العاده شیک

۳۲گیگ
دوسیم کارت

قیمت مقطوع ۱،۸۷۰،۰۰۰ت
۲۰۰ت زیر فی بازار .

فقط پیامک پاسخگو هستم",1,Friday 07PM,1557009
1463,Samsung::سامسونگ,Isfahan,سامسونگ گلکسی A3,گوشی سالم بدون خط وخش فروش یامعاوضه باگوشی هم قیمتش ترجیحا صفحه بزرگتر,3,Tuesday 08PM,473488
1482,Samsung::سامسونگ,Isfahan,گوشی سامسونگ گرند2,"باسلام.
این گوشی مدتی هست دارم.ازش کاملاراضیم.دو عدد گارد وگلس هم روش هست+گارد آی فیس+شارژ ارجینال سامسونگ
به مشتری واقعی هم تخفیف میدم
قیمت:350000",0,Tuesday 09AM,391687
1489,Samsung::سامسونگ,Isfahan,s6 edge ده روز کار کرده,فروش یا معاوظه با اپل 6یا 6s,0,Saturday 10AM,1778546
1495,Samsung::سامسونگ,Karaj,3عدد گوشی سالم,همراه با جعبه و شارژر و هندزفری,1,Wednesday 12PM,336213
1509,Samsung::سامسونگ,Mashhad,سامسونگ گلگسی S4,یک عدد گوشی سامسونگ گلگسی S4 اصلی. گوشی تا حالا باز نشده همه چیز سالم بدون هیچ ضرب خوردگی. گوشی جزء سری های اول سامسونگ ساخت ویتنام که تو عکس گذاشتم  سری های جدید ساخت چین هستند.تمام لوازم اصلی مال خود گوشی هست بهمراه کارتن و دفترچه. دو عدد بامپر هم روی گوشی هست که تو عکس معلومه. روی گوشی گلس ضد ضربه و خش  هم هست.حافظه داخلی  گوشی هم ۱۶ گیگه.,5,Monday 09AM,477404
1516,HTC::اچ‌تی‌سی,Mashhad,گوشی اچ تی سی,مدل 820 اس,4,Wednesday 07PM,410551
1520,Sony::سونی,Karaj,گوشی سونی z1 compact,"باسلام گوشی سونی اکسپریا زد وان کامپکت فوق العاده سالم و در حد نو بدون ضربه و خط و خش دارای محافظ گلس صفحه جلو و پشت و گارد ژله ای که از روز خرید روش بوده 4Gساپورت و آپدیت اندروید5.1.1
لوازم شامل کارتن ، هندزفری و شارجرفابریک",3,Friday 08PM,451136
1524,Apple::اپل,Shiraz,Iphone 4,"گوشی سالم تمیز حافظه ١٦ بشرط بمشتری داده میشه 
باتشکر از دیوار",1,Monday 03PM,879794
1577,Apple::اپل,Tehran,آیفون 6 اس 64گیگ,"گوشی واقعا عین آکبند, رنگ گری , پارت LL/a , همه جوره سالم و به شرط",0,Saturday 07AM,1783711
1587,Apple::اپل,Shiraz,Iphone6 64Gig,"تمیز و مرتب
ارتباط فقط از طريق تماس،تلگرام و واتس اپ",2,Monday 08PM,1293019
1599,Apple::اپل,Ahvaz,گوشى آیفون 5  32گیگ,خامووش در حد آک بدون استفاده شادگان,1,Friday 10AM,1233050
1607,HTC::اچ‌تی‌سی,Shiraz,گوشی تر وتمیز,"گوشی کم کار . تمیز

گوشی بسیار تمیز htc

گوشی بسیار تمیز

اچ تی سی وان وی htc one v

گوشی اچ تی سی وان وی بسیار تمیز کم کار . خط و خش نداره . پشتش فلزیه
cpu:1g سی پیو : ۱ گیگ
ram:4 g رم:۴گیگ
android: 4.3 اندروید ۴.۳
camera :5 mpix دوربین ۵

تا ۳۲ گیگ هم مموری ساپورت میکنه

شارژر و هنسفری نو .هنسفری استفاده نشده 
به مشتری واقعی تخفیف میدم",0,Sunday 01PM,385248
1611,Apple::اپل,Tehran,ipod32GB,سالم واصلی با شارژر اصلی 32گیگ,2,Monday 09AM,977206
1613,HTC::اچ‌تی‌سی,Ahvaz,htc one maxلطفا بخونیدوقیمت بدید,گوشی همه چیزش فوق‌العاده فقط دوربینش ازکارافتاد گذاشتمش روکیس کامپیوتر دوربینش کارنمیکنه لطفا قیمت بدید قیمت پرت هم ندید با تشکر از مدیر,0,Monday 10PM,520954
1614,Apple::اپل,Isfahan,Iphone 6S 64Gb Silver,"با سلام
گوشی ایفون 6s مدل 64گیگ سفید آک
فروش فوری",0,Tuesday 06AM,2289747
1618,Apple::اپل,Shiraz,فروش ایفون 5 32g,"فروش ایفون 5.  
حافظه داخلی32
اورجینال سری اولی
خط خش داره دورش 

فقط اس ام اس بدید قیمت هم زیر 650نمیدم",0,Tuesday 01PM,923647
1632,Samsung::سامسونگ,Tehran,گوشی موبایل سامسونگ اس ۷ اج,گوشی موبایل سامسونگ اس ۷اج درحد به همراه جعبه وتمام لوازم به همراه گارانتی‌,0,Sunday 09AM,908287
1634,Samsung::سامسونگ,Kermanshah,اس تری مینی,سلام گوشی سالم میباشد بدون خط و خش و ایراد لوازمش تکمیله قیمت پیشنهادیتون رو اس کنید تلگرام هم هستم.باتشکر از دیوار,0,Sunday 04PM,361778
1640,Apple::اپل,Shiraz,ایفون 6 خاموش,ایفون 6 اب رفته داخلش بردش سوخته,2,Wednesday 06PM,429677
1641,Huawei::هوآوی,Karaj,فروش و معاوضه گوشی هواوی و تبلت,"یک عدد گوشی هواوی y300 به همراه کارتن و شارژر: دکمه پاورش سفته
یک عدد تبلت سامسونگp1000: هاردش سوخته بقیه چیزاش سالمه

فروش و معاوضه

برای توضیح و عکس بیشتر در تلگرامم",1,Thursday 06AM,148208
1665,Nokia::نوکیا,Ahvaz,نوکیا۱۲۸۰,فروش گوشی نوکیا۱۲۸۰سالم وتمیز لطفا اس یاواتساب قیمت بدین,1,Friday 11AM,312088
1687,Samsung::سامسونگ,Isfahan,گوشی سامسونگ s7,سلام یدونه گوشی گلکسی اس ۷ کاملا سالم بدون هیچ گونه مشکلی رنگ گلد ۳۲ گیگ تاریخ خرید:۱۲/۵/۹۵ هنزفری گوشی آک هستش به همراه فاکتور و تمامی متعلقات .فوری. با تشکر از دیوار,0,Friday 11AM,1347148
1695,HTC::اچ‌تی‌سی,Tehran,htc one me dual sim,"گوشی کاملا سالم و در حد نو میباشد...
کم کارکرد....
به بالاترین پیشنهاد فروخته میشه...
تعویض هم میشود...
نظرتون رو در مورد قیمت یا تعویض اس ام اس کنید...
تشکر",0,Tuesday 11PM,691716
1713,Samsung::سامسونگ,Mashhad,روش نوت3 4gدر حد آک,"گوشی نوت 3 درحد آک 
بدون یک خش درجه یک
انگار نو میخری
کلس
گارد ژله ایی
مشکی
فورجی
هندزفری هاش هنوز استفاده نشده
قیمت850ت",1,Sunday 11AM,896165
1714,Apple::اپل,Tehran,فروش عمده ایفون کارکرده (تحویل تهران),"فروش عمده ایفون های کارکرده درجه 1 واصلی (تحویل تهران) فقط هفتگی تعدادبالا
تلگرام هم هستم",0,Sunday 11AM,700630
1715,Apple::اپل,Tehran,iphone 6 64G,ایفون سالم فقط مصرف کننده,2,Sunday 12PM,1591829
1720,Huawei::هوآوی,Karaj,HUAWEI G740,"اندروید4.1.2
دوربین8,2
4جی
شارژر ندارد
سالم,تمیز,بی خط و خش 
تماس پاسخگو نیستم.",0,Monday 05PM,82622
1721,Apple::اپل,Isfahan,4sاپل,گوشی تمیز بدون خط و خش 16گیگ مشکی سالم سالم تخفیف خوب برای خریدار,0,Tuesday 09AM,904230
1723,Sony::سونی,Tehran,سونی c3 سفید,"سلام
گوشی فوق سالم بوده فقط به علت فشار در جیب دو ترک روی تاچش افتاده که مشکلی در کارکردش نداره و ال سی دی هم سالمه که تو عکس مشخصه ، معاوظه هم دارم ترجیحا آیفون ۴ باشه پیشنهادتون رو پیامک کنین
خریدار واقعی تماس بگیره
با تشکر از دیوار",4,Wednesday 09AM,419345
1724,Nokia::نوکیا,Tehran,گوشی نوکیا x1,کاملا سالم از نظر فنی باطری و..... جواب گو فقط از طرف تماس پیامک ندین لطفا,2,Wednesday 12PM,213058
1742,Apple::اپل,Mashhad,اپل سیکس ٦٤ گیگ,گری پشت ورو گلس دو تا قاب سالم وبه شرط,0,Tuesday 08PM,1835124
1746,Apple::اپل,Shiraz,اپل 4 اس نو,4 اسس تمیز مشکی با شارژر و هندز فری اصلی قیمت:$NUMتخفیف کوچیک پای معامله با گوشی دیگه هم تعویض میشه واتس و تلگرام در خدمتم,2,Sunday 07PM,805412
1749,Samsung::سامسونگ,Karaj,گوشی j7,"3gهستش 
 با نو هیچ فرقی نمیکنه
برای فروش 620
معاوضه فقط با آیفن 5s
برای معاوضه 670
رنگ gold
دوربین پشت 13 مگاپیکسل و دوربین سلفی 5 مگاپیکسل حافظه ی داخلی 16g",0,Monday 11AM,857807
1761,Samsung::سامسونگ,Tehran,سامسونگ j5  4g,با سلام گوشی در حد تست و آکبند بونده و هنوز شارژ اولیه نشده با تشکر از دیوار,0,Monday 03PM,521948
1774,Huawei::هوآوی,Karaj,y300 (3g) هوآوی huawei,"هواوی y300 اینترنت 3g اندروید ۴
دوربین عقب ۵ بافلش دوربین جلو
قابلیت نصب تمام نرم افزارهای اندروید,قابلیت استفاده جهت مودم,
سالم بدون خط وخش
کارتن شارژر هنزفری 
قیمتم راه میام",1,Friday 08AM,-52886
1797,Apple::اپل,Shiraz,اپل se در حد نو,گوشی نو نو هست سفارش اروپا کم کار,1,Sunday 01PM,1227709
1806,Nokia::نوکیا,Kermanshah,یک عدد گوشی نوکیا سالم,یک عدد گوشی نوکیا سالم به قیمت میدم  سالم هست,1,Sunday 10AM,76644
1810,ZTE::زدتی‌ای,Ahvaz,جی ال ایکس اسپرینگ,تاج ضربه خورده ونصف صفحه فقط کارمیکنه.باکارتون وشارژر.گوشی کم کارکرده.فقط میخوام بفروشم.تعویض هم میکنم باگوشی اندروید مدل پایین.,0,Monday 12PM,171708
